"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-179.405,22 EUR";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-5.400,50 EUR";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-184.805,72 EUR";"";"";"";"";"";"";""
"11 - Personalaufwendungen";"1.200.789,73 EUR";"";"";"";"";"";"";""
"12 - Versorgungsaufwendungen";"0,79 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"86.509,13 EUR";"";"";"";"";"";"";""
"14 - Bilanzielle Abschreibungen";"7.523,90 EUR";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"1,49 EUR";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"102.396,82 EUR";"";"";"";"";"";"";""
"17 = Ordentliche Aufwendungen (Summe 11-16)";"1.397.221,86 EUR";"";"";"";"";"";"";""
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"1.212.416,14 EUR";"";"";"";"";"";"";""
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"1.212.416,14 EUR";"";"";"";"";"";"";""
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"1.212.416,14 EUR";"";"";"";"";"";"";""
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"174.172,26 EUR";"";"";"";"";"";"";""
"29 = Ergebnis  (= 26, 27, 28)";"1.386.588,40 EUR";"";"";"";"";"";"";""
